1; 1939351; 0,042; 0,082; 19,714; 8,855; 0; 0; 431,83; 0; 737,92798; 2881; 216000; 1547,8781; 651593; 0; 0; 0; 113; 2376,147; 2333,319; 0,339; 0,165; 2,45; 
2; 1939351; 0,252; 0,6; 20,2862; 11,1115; 0,114; 0; 1414,63; 0; 737,92798; 2881; 216000; 1547,8781; 651593; 0; 0; 0; 113; 2390,875; 2341,463; 0,339; 0,165; 2,365; 
3; 1939351; 0,462; 1,109; 20,4847; 11,3317; 1,236; 0; 1411,47; 0; 737,92798; 2881; 216000; 1547,8781; 651593; 0; 0; 0; 113; 2400,438; 2349,323; 0,339; 0,165; 2,304; 
4; 1939351; 0,658; 1,645; 20,5587; 11,5653; 5,201; 0; 1386,54; 0; 737,92798; 2881; 216000; 1547,8781; 651593; 0; 0; 0; 113; 2408,218; 2352,582; 0,339; 0,165; 2,303; 
5; 1939351; 0,868; 2,144; 20,6649; 11,654; 9,679; 0; 1372,68; 0; 737,92798; 2881; 216000; 1547,8781; 651593; 0; 0; 0; 113; 2429,462; 2351,37; 0,339; 0,165; 2,304; 
6; 1939351; 1,078; 2,644; 20,7322; 11,7344; 10,613; 0; 1380,41; 0; 737,92798; 2881; 216000; 1547,8781; 651593; 0; 0; 0; 113; 2442,581; 2350,977; 0,339; 0,165; 2,306; 
7; 1939351; 1,274; 3,143; 20,7662; 11,7588; 10,246; 0; 1401,48; 0; 737,92798; 2881; 216000; 1547,8781; 651593; 0; 0; 0; 113; 2450,023; 2347,237; 0,339; 0,165; 2,304; 
8; 1939351; 1,484; 3,68; 20,7611; 11,7646; 10,102; 0; 1409,92; 0; 737,92798; 2881; 216000; 1547,8781; 651593; 0; 0; 0; 113; 2459,93; 2350,439; 0,339; 0,165; 2,305; 
9; 1939351; 1,694; 4,179; 20,7862; 11,767; 10,549; 0; 1412,49; 0; 737,92798; 2881; 216000; 1547,8781; 651593; 0; 0; 0; 113; 2472,284; 2351,253; 0,339; 0,165; 2,307; 
10; 1939351; 1,904; 4,678; 20,7312; 11,7719; 10,425; 0; 1419,34; 0; 737,92798; 2881; 216000; 1547,8781; 651593; 0; 0; 0; 113; 2479,971; 2352,029; 0,339; 0,165; 2,306; 
11; 1939351; 2,1; 5,178; 20,7676; 11,7681; 10,422; 0; 1412,36; 0; 737,92798; 2881; 216000; 1547,8781; 651593; 0; 0; 0; 113; 2480,123; 2360,591; 0,339; 0,165; 2,306; 
12; 1939351; 2,31; 5,677; 20,8451; 11,785; 10,228; 0; 1435,25; 0; 737,92798; 2881; 216000; 1547,8781; 651593; 0; 0; 0; 113; 2474,052; 2366,422; 0,339; 0,165; 2,304; 
13; 1939351; 2,52; 6,177; 20,8507; 11,7599; 10; 0; 1425,09; 0; 737,92798; 2881; 216000; 1547,8781; 651593; 0; 0; 0; 113; 2458,844; 2362,694; 0,339; 0,165; 2,313; 
14; 1939351; 2,716; 6,716; 20,8714; 11,8148; 10,51; 1,398; 1463,55; 6,8; 737,92798; 2881; 216000; 1547,8781; 651593; 0,194049746530193; 82800,1629093695; 171,956317978131; 100; 2436,771; 2357,635; 0,339; 0,165; 2,31; 
15; 1939351; 2,926; 7,216; 20,8785; 11,84; 9,253; 5,266; 1493,42; 14,3; 737,92798; 2881; 216000; 1547,8781; 651593; 0; 0; 0; 100; 2425,977; 2349,65; 0,339; 0,165; 2,305; 
16; 1939351; 3,136; 7,715; 20,869; 11,8204; 8,486; 11,779; 1479,67; 13,6; 737,92798; 2881; 216000; 1547,8781; 651593; 0; 0; 0; 100; 2419,688; 2344,628; 0,339; 0,165; 2,307; 
